kind	section_index	name	vaddr	file_offset	size	type	flags	emitted_data	writable	executable	nobits	text
string	16	.rodata	0x58920a	0x58920a	0x5	1	0x2	yes	no	no	no	$VzRy
string	16	.rodata	0x5892d2	0x5892d2	0x5	1	0x2	yes	no	no	no	AZCJT
string	16	.rodata	0x589343	0x589343	0x4	1	0x2	yes	no	no	no	2J}F
string	16	.rodata	0x5893e0	0x5893e0	0x4	1	0x2	yes	no	no	no	pHY|
string	16	.rodata	0x5893eb	0x5893eb	0x4	1	0x2	yes	no	no	no	.exe
string	16	.rodata	0x5893f5	0x5893f5	0x17	1	0x2	yes	no	no	no	basic_string::_S_create
string	16	.rodata	0x58940d	0x58940d	0x29	1	0x2	yes	no	no	no	basic_string::_S_construct null not valid
string	16	.rodata	0x589437	0x589437	0x14	1	0x2	yes	no	no	no	basic_string::substr
string	16	.rodata	0x58944c	0x58944c	0x36	1	0x2	yes	no	no	no	%s: __pos (which is %zu) > this->size() (which is %zu)
string	16	.rodata	0x589483	0x589483	0x17	1	0x2	yes	no	no	no	vector::_M_range_insert
string	16	.rodata	0x58949b	0x58949b	0x15	1	0x2	yes	no	no	no	basic_string::replace
string	16	.rodata	0x5894b1	0x5894b1	0x4	1	0x2	yes	no	no	no	Err!
string	16	.rodata	0x5894b6	0x5894b6	0x4	1	0x2	yes	no	no	no	Warn
string	16	.rodata	0x5894bb	0x5894bb	0x4	1	0x2	yes	no	no	no	Info
string	16	.rodata	0x5894c0	0x5894c0	0x4	1	0x2	yes	no	no	no	Verb
string	16	.rodata	0x5894c5	0x5894c5	0x9	1	0x2	yes	no	no	no	<invalid>
string	16	.rodata	0x5894d1	0x5894d1	0x5	1	0x2	yes	no	no	no	[EAC 
string	16	.rodata	0x5894d7	0x5894d7	0x6	1	0x2	yes	no	no	no	InGame
string	16	.rodata	0x5894de	0x5894de	0x15	1	0x2	yes	no	no	no	basic_string::compare
string	16	.rodata	0x5894f4	0x5894f4	0x5	1	0x2	yes	no	no	no	UTF-8
string	16	.rodata	0x5894fa	0x5894fa	0x8	1	0x2	yes	no	no	no	UTF-32LE
string	16	.rodata	0x589503	0x589503	0xa	1	0x2	yes	no	no	no	W2U8_ERROR
string	16	.rodata	0x58950e	0x58950e	0x8	1	0x2	yes	no	no	no	UTF-16LE
string	16	.rodata	0x589517	0x589517	0x4	1	0x2	yes	no	no	no	{%u}
string	16	.rodata	0x589953	0x589953	0x1d	1	0x2	yes	no	no	no	?%08x-%04x-%04x-%04x-%08x%04x
string	16	.rodata	0x589971	0x589971	0x8	1	0x2	yes	no	no	no	00:00:00
string	16	.rodata	0x58997a	0x58997a	0x8	1	0x2	yes	no	no	no	%H:%M:%S
string	16	.rodata	0x589983	0x589983	0x14	1	0x2	yes	no	no	no	0000-00-00 00:00:00Z
string	16	.rodata	0x589998	0x589998	0x12	1	0x2	yes	no	no	no	%Y-%m-%d %H:%M:%SZ
string	16	.rodata	0x5899ab	0x5899ab	0x5	1	0x2	yes	no	no	no	Linux
string	16	.rodata	0x5899b1	0x5899b1	0x14	1	0x2	yes	no	no	no	Apr 16 2026 07:14:54
string	16	.rodata	0x589ab4	0x589ab4	0xc	1	0x2	yes	no	no	no	bitset::test
string	16	.rodata	0x589ac1	0x589ac1	0x33	1	0x2	yes	no	no	no	%s: __position (which is %zu) >= _Nb (which is %zu)
string	16	.rodata	0x589af5	0x589af5	0xd	1	0x2	yes	no	no	no	bitset::reset
string	16	.rodata	0x589c18	0x589c18	0x4	1	0x2	yes	no	no	no	$[cn
string	16	.rodata	0x589c20	0x589c20	0x4	1	0x2	yes	no	no	no	+F*B
string	16	.rodata	0x589c27	0x589c27	0x12	1	0x2	yes	no	no	no	set_timer to %d ms
string	16	.rodata	0x589c3a	0x589c3a	0x15	1	0x2	yes	no	no	no	=> calc verify sha256
string	16	.rodata	0x589c50	0x589c50	0x18	1	0x2	yes	no	no	no	calculated verify result
string	16	.rodata	0x589c69	0x589c69	0xe	1	0x2	yes	no	no	no	<= calc verify
string	16	.rodata	0x589c78	0x589c78	0xf	1	0x2	yes	no	no	no	client finished
string	16	.rodata	0x589c88	0x589c88	0xf	1	0x2	yes	no	no	no	server finished
string	16	.rodata	0x589c98	0x589c98	0x1c	1	0x2	yes	no	no	no	=> calc  finished tls sha256
string	16	.rodata	0x589cb5	0x589cb5	0x13	1	0x2	yes	no	no	no	finished sha2 state
string	16	.rodata	0x589cc9	0x589cc9	0x14	1	0x2	yes	no	no	no	calc finished result
string	16	.rodata	0x589cde	0x589cde	0x11	1	0x2	yes	no	no	no	<= calc  finished
string	16	.rodata	0x589cf0	0x589cf0	0x15	1	0x2	yes	no	no	no	=> calc verify sha384
string	16	.rodata	0x589d06	0x589d06	0x1c	1	0x2	yes	no	no	no	=> calc  finished tls sha384
string	16	.rodata	0x589d23	0x589d23	0x15	1	0x2	yes	no	no	no	finished sha512 state
string	16	.rodata	0x589d39	0x589d39	0x12	1	0x2	yes	no	no	no	=> calc verify tls
string	16	.rodata	0x589d4c	0x589d4c	0x15	1	0x2	yes	no	no	no	=> calc  finished tls
string	16	.rodata	0x589d62	0x589d62	0x13	1	0x2	yes	no	no	no	finished  md5 state
string	16	.rodata	0x589d76	0x589d76	0x13	1	0x2	yes	no	no	no	finished sha1 state
string	16	.rodata	0x589d8a	0x589d8a	0x10	1	0x2	yes	no	no	no	skip swap epochs
string	16	.rodata	0x589d9b	0x589d9b	0xd	1	0x2	yes	no	no	no	timer expired
string	16	.rodata	0x589da9	0x589da9	0xe	1	0x2	yes	no	no	no	=> derive keys
string	16	.rodata	0x589db8	0x589db8	0x1c	1	0x2	yes	no	no	no	cipher info for %d not found
string	16	.rodata	0x589dd5	0x589dd5	0x13	1	0x2	yes	no	no	no	should never happen
string	16	.rodata	0x589de9	0x589de9	0x10	1	0x2	yes	no	no	no	premaster secret
string	16	.rodata	0x589dfa	0x589dfa	0x1c	1	0x2	yes	no	no	no	using extended master secret
string	16	.rodata	0x589e17	0x589e17	0xc	1	0x2	yes	no	no	no	session hash
string	16	.rodata	0x589e28	0x589e28	0xd	1	0x2	yes	no	no	no	key expansion
string	16	.rodata	0x589e36	0x589e36	0x10	1	0x2	yes	no	no	no	ciphersuite = %s
string	16	.rodata	0x589e47	0x589e47	0x9	1	0x2	yes	no	no	no	key block
string	16	.rodata	0x589e51	0x589e51	0x10	1	0x2	yes	no	no	no	mbedtls_md_setup
string	16	.rodata	0x589e62	0x589e62	0x14	1	0x2	yes	no	no	no	mbedtls_cipher_setup
string	16	.rodata	0x589e77	0x589e77	0x15	1	0x2	yes	no	no	no	mbedtls_cipher_setkey
string	16	.rodata	0x589e8d	0x589e8d	0xe	1	0x2	yes	no	no	no	<= derive keys
string	16	.rodata	0x589e9c	0x589e9c	0x17	1	0x2	yes	no	no	no	mbedtls_dhm_calc_secret
string	16	.rodata	0x589eb4	0x589eb4	0x7	1	0x2	yes	no	no	no	DHM: K 
string	16	.rodata	0x589ebc	0x589ebc	0x18	1	0x2	yes	no	no	no	mbedtls_ecdh_calc_secret
string	16	.rodata	0x589ed5	0x589ed5	0x7	1	0x2	yes	no	no	no	ECDH: z
string	16	.rodata	0x589edd	0x589edd	0xf	1	0x2	yes	no	no	no	=> flush output
string	16	.rodata	0x589eed	0x589eed	0xf	1	0x2	yes	no	no	no	<= flush output
string	16	.rodata	0x589efd	0x589efd	0xb	1	0x2	yes	no	no	no	ssl->f_send
string	16	.rodata	0x589f09	0x589f09	0x8	1	0x2	yes	no	no	no	DTLSv1.0
string	16	.rodata	0x589f12	0x589f12	0x8	1	0x2	yes	no	no	no	DTLSv1.2
string	16	.rodata	0x589f1b	0x589f1b	0xe	1	0x2	yes	no	no	no	unknown (DTLS)
string	16	.rodata	0x589f2a	0x589f2a	0x7	1	0x2	yes	no	no	no	SSLv3.0
string	16	.rodata	0x589f32	0x589f32	0x7	1	0x2	yes	no	no	no	TLSv1.1
string	16	.rodata	0x589f3a	0x589f3a	0x7	1	0x2	yes	no	no	no	unknown
string	16	.rodata	0x589f42	0x589f42	0xc	1	0x2	yes	no	no	no	=> handshake
string	16	.rodata	0x589f4f	0x589f4f	0xc	1	0x2	yes	no	no	no	<= handshake
string	16	.rodata	0x589f5c	0x589f5c	0xe	1	0x2	yes	no	no	no	=> renegotiate
string	16	.rodata	0x589f6b	0x589f6b	0x15	1	0x2	yes	no	no	no	mbedtls_ssl_handshake
string	16	.rodata	0x589f81	0x589f81	0xe	1	0x2	yes	no	no	no	<= renegotiate
string	16	.rodata	0x589f90	0x589f90	0x16	1	0x2	yes	no	no	no	alloc(%d bytes) failed
string	16	.rodata	0x589fa7	0x589fa7	0x13	1	0x2	yes	no	no	no	=> handshake wrapup
string	16	.rodata	0x589fbb	0x589fbb	0x1b	1	0x2	yes	no	no	no	cache did not store session
string	16	.rodata	0x589fd7	0x589fd7	0x13	1	0x2	yes	no	no	no	<= handshake wrapup
string	16	.rodata	0x589feb	0x589feb	0x7	1	0x2	yes	no	no	no	=> free
string	16	.rodata	0x589ff3	0x589ff3	0x7	1	0x2	yes	no	no	no	<= free
string	16	.rodata	0x58a00d	0x58a00d	0xf	1	0x2	yes	no	no	no	=> write record
string	16	.rodata	0x58a01d	0x58a01d	0x15	1	0x2	yes	no	no	no	alloc %d bytes failed
string	16	.rodata	0x58a033	0x58a033	0xe	1	0x2	yes	no	no	no	=> encrypt buf
string	16	.rodata	0x58a042	0x58a042	0xc	1	0x2	yes	no	no	no	computed mac
string	16	.rodata	0x58a04f	0x58a04f	0x14	1	0x2	yes	no	no	no	mbedtls_cipher_crypt
string	16	.rodata	0x58a064	0x58a064	0x1d	1	0x2	yes	no	no	no	additional data used for AEAD
string	16	.rodata	0x58a082	0x58a082	0x7	1	0x2	yes	no	no	no	IV used
string	16	.rodata	0x58a08a	0x58a08a	0x1b	1	0x2	yes	no	no	no	mbedtls_cipher_auth_encrypt
string	16	.rodata	0x58a0a6	0x58a0a6	0x12	1	0x2	yes	no	no	no	after encrypt: tag
string	16	.rodata	0x58a0b9	0x58a0b9	0x16	1	0x2	yes	no	no	no	using encrypt then mac
string	16	.rodata	0x58a0d0	0x58a0d0	0xf	1	0x2	yes	no	no	no	MAC'd meta-data
string	16	.rodata	0x58a0e0	0x58a0e0	0xe	1	0x2	yes	no	no	no	<= encrypt buf
string	16	.rodata	0x58a0ef	0x58a0ef	0x1d	1	0x2	yes	no	no	no	output record sent to network
string	16	.rodata	0x58a10d	0x58a10d	0x18	1	0x2	yes	no	no	no	mbedtls_ssl_flush_output
string	16	.rodata	0x58a126	0x58a126	0xf	1	0x2	yes	no	no	no	<= write record
string	16	.rodata	0x58a136	0x58a136	0x11	1	0x2	yes	no	no	no	ssl_flight_append
string	16	.rodata	0x58a148	0x58a148	0xf	1	0x2	yes	no	no	no	ssl_encrypt_buf
string	16	.rodata	0x58a158	0x58a158	0x18	1	0x2	yes	no	no	no	mbedtls_ssl_write_record
string	16	.rodata	0x58a171	0x58a171	0x16	1	0x2	yes	no	no	no	=> write hello request
string	16	.rodata	0x58a188	0x58a188	0x16	1	0x2	yes	no	no	no	<= write hello request
string	16	.rodata	0x58a19f	0x58a19f	0x17	1	0x2	yes	no	no	no	ssl_start_renegotiation
string	16	.rodata	0x58a1b7	0x58a1b7	0x8	1	0x2	yes	no	no	no	=> write
string	16	.rodata	0x58a1c0	0x58a1c0	0x19	1	0x2	yes	no	no	no	ssl_check_ctr_renegotiate
string	16	.rodata	0x58a1da	0x58a1da	0x8	1	0x2	yes	no	no	no	<= write
string	16	.rodata	0x58a1e3	0x58a1e3	0x11	1	0x2	yes	no	no	no	=> write finished
string	16	.rodata	0x58a1f5	0x58a1f5	0x11	1	0x2	yes	no	no	no	<= write finished
string	16	.rodata	0x58a207	0x58a207	0x15	1	0x2	yes	no	no	no	DTLS epoch would wrap
string	16	.rodata	0x58a21d	0x58a21d	0x1b	1	0x2	yes	no	no	no	=> write change cipher spec
string	16	.rodata	0x58a239	0x58a239	0x1b	1	0x2	yes	no	no	no	<= write change cipher spec
string	16	.rodata	0x58a255	0x58a255	0x14	1	0x2	yes	no	no	no	=> write certificate
string	16	.rodata	0x58a26a	0x58a26a	0x19	1	0x2	yes	no	no	no	<= skip write certificate
string	16	.rodata	0x58a284	0x58a284	0x1a	1	0x2	yes	no	no	no	got no certificate to send
string	16	.rodata	0x58a29f	0x58a29f	0xf	1	0x2	yes	no	no	no	own certificate
string	16	.rodata	0x58a2af	0x58a2af	0x14	1	0x2	yes	no	no	no	<= write certificate
string	16	.rodata	0x58a2c4	0x58a2c4	0x15	1	0x2	yes	no	no	no	=> send alert message
string	16	.rodata	0x58a2da	0x58a2da	0x15	1	0x2	yes	no	no	no	<= send alert message
string	16	.rodata	0x58a2f0	0x58a2f0	0x15	1	0x2	yes	no	no	no	=> write close notify
string	16	.rodata	0x58a306	0x58a306	0x15	1	0x2	yes	no	no	no	<= write close notify
string	16	.rodata	0x58a31c	0x58a31c	0x15	1	0x2	yes	no	no	no	=> mbedtls_ssl_resend
string	16	.rodata	0x58a332	0x58a332	0x14	1	0x2	yes	no	no	no	initialise resending
string	16	.rodata	0x58a347	0x58a347	0x15	1	0x2	yes	no	no	no	<= mbedtls_ssl_resend
string	16	.rodata	0x58a35d	0x58a35d	0x1b	1	0x2	yes	no	no	no	handshake message too large
string	16	.rodata	0x58a379	0x58a379	0x17	1	0x2	yes	no	no	no	alloc failed (%d bytes)
string	16	.rodata	0x58a391	0x58a391	0x18	1	0x2	yes	no	no	no	fragment header mismatch
string	16	.rodata	0x58a3aa	0x58a3aa	0x1d	1	0x2	yes	no	no	no	reassembled handshake message
string	16	.rodata	0x58a3c8	0x58a3c8	0x1b	1	0x2	yes	no	no	no	message is not complete yet
string	16	.rodata	0x58a3e4	0x58a3e4	0x1b	1	0x2	yes	no	no	no	handshake message completed
string	16	.rodata	0x58a400	0x58a400	0x1d	1	0x2	yes	no	no	no	ssl_reassemble_dtls_handshake
string	16	.rodata	0x58a41e	0x58a41e	0x19	1	0x2	yes	no	no	no	is a close notify message
string	16	.rodata	0x58a438	0x58a438	0x12	1	0x2	yes	no	no	no	is a SSLv3 no_cert
string	16	.rodata	0x58a44b	0x58a44b	0xe	1	0x2	yes	no	no	no	=> fetch input
string	16	.rodata	0x58a45a	0x58a45a	0x18	1	0x2	yes	no	no	no	in_left: %d, nb_want: %d
string	16	.rodata	0x58a473	0x58a473	0xe	1	0x2	yes	no	no	no	<= fetch input
string	16	.rodata	0x58a482	0x58a482	0x15	1	0x2	yes	no	no	no	f_recv_timeout: %u ms
string	16	.rodata	0x58a498	0x58a498	0x15	1	0x2	yes	no	no	no	ssl->f_recv(_timeout)
string	16	.rodata	0x58a4ae	0x58a4ae	0x18	1	0x2	yes	no	no	no	ssl_resend_hello_request
string	16	.rodata	0x58a4c7	0x58a4c7	0x11	1	0x2	yes	no	no	no	handshake timeout
string	16	.rodata	0x58a4d9	0x58a4d9	0x1b	1	0x2	yes	no	no	no	remaining content in record
string	16	.rodata	0x58a4f5	0x58a4f5	0x17	1	0x2	yes	no	no	no	mbedtls_ssl_fetch_input
string	16	.rodata	0x58a50d	0x58a50d	0x13	1	0x2	yes	no	no	no	input record header
string	16	.rodata	0x58a521	0x58a521	0x13	1	0x2	yes	no	no	no	unknown record type
string	16	.rodata	0x58a535	0x58a535	0x16	1	0x2	yes	no	no	no	major version mismatch
string	16	.rodata	0x58a54c	0x58a54c	0x16	1	0x2	yes	no	no	no	minor version mismatch
string	16	.rodata	0x58a563	0x58a563	0x12	1	0x2	yes	no	no	no	bad message length
string	16	.rodata	0x58a576	0x58a576	0x1c	1	0x2	yes	no	no	no	ssl_check_dtls_clihlo_cookie
string	16	.rodata	0x58a593	0x58a593	0xf	1	0x2	yes	no	no	no	replayed record
string	16	.rodata	0x58a5a3	0x58a5a3	0x19	1	0x2	yes	no	no	no	input record from network
string	16	.rodata	0x58a5bd	0x58a5bd	0xe	1	0x2	yes	no	no	no	=> decrypt buf
string	16	.rodata	0x58a5cc	0x58a5cc	0x1c	1	0x2	yes	no	no	no	in_msglen (%d) < minlen (%d)
string	16	.rodata	0x58a5e9	0x58a5e9	0x1b	1	0x2	yes	no	no	no	raw buffer after decryption
string	16	.rodata	0x58a605	0x58a605	0x8	1	0x2	yes	no	no	no	TAG used
string	16	.rodata	0x58a60e	0x58a60e	0x1b	1	0x2	yes	no	no	no	mbedtls_cipher_auth_decrypt
string	16	.rodata	0x58a62a	0x58a62a	0xc	1	0x2	yes	no	no	no	message  mac
string	16	.rodata	0x58a637	0x58a637	0x1a	1	0x2	yes	no	no	no	message mac does not match
string	16	.rodata	0x58a652	0x58a652	0xe	1	0x2	yes	no	no	no	<= decrypt buf
string	16	.rodata	0x58a661	0x58a661	0x1b	1	0x2	yes	no	no	no	input payload after decrypt
string	16	.rodata	0x58a67d	0x58a67d	0xf	1	0x2	yes	no	no	no	ssl_decrypt_buf
string	16	.rodata	0x58a68d	0x58a68d	0x1d	1	0x2	yes	no	no	no	too many records with bad MAC
string	16	.rodata	0x58a6ab	0x58a6ab	0xe	1	0x2	yes	no	no	no	=> read record
string	16	.rodata	0x58a6ba	0x58a6ba	0x1d	1	0x2	yes	no	no	no	mbedtls_ssl_read_record_layer
string	16	.rodata	0x58a6d8	0x58a6d8	0xe	1	0x2	yes	no	no	no	<= read record
string	16	.rodata	0x58a6e7	0x58a6e7	0x7	1	0x2	yes	no	no	no	=> read
string	16	.rodata	0x58a6ef	0x58a6ef	0x17	1	0x2	yes	no	no	no	mbedtls_ssl_read_record
string	16	.rodata	0x58a707	0x58a707	0x1a	1	0x2	yes	no	no	no	received handshake message
string	16	.rodata	0x58a722	0x58a722	0x1c	1	0x2	yes	no	no	no	bad application data message
string	16	.rodata	0x58a73f	0x58a73f	0x7	1	0x2	yes	no	no	no	<= read
string	16	.rodata	0x58a747	0x58a747	0x11	1	0x2	yes	no	no	no	=> parse finished
string	16	.rodata	0x58a759	0x58a759	0x14	1	0x2	yes	no	no	no	bad finished message
string	16	.rodata	0x58a76e	0x58a76e	0x11	1	0x2	yes	no	no	no	<= parse finished
string	16	.rodata	0x58a780	0x58a780	0x1b	1	0x2	yes	no	no	no	=> parse change cipher spec
string	16	.rodata	0x58a79c	0x58a79c	0x1b	1	0x2	yes	no	no	no	<= parse change cipher spec
string	16	.rodata	0x58a7b8	0x58a7b8	0x14	1	0x2	yes	no	no	no	=> parse certificate
string	16	.rodata	0x58a7cd	0x58a7cd	0x19	1	0x2	yes	no	no	no	<= skip parse certificate
string	16	.rodata	0x58a7e7	0x58a7e7	0x17	1	0x2	yes	no	no	no	bad certificate message
string	16	.rodata	0x58a7ff	0x58a7ff	0x1b	1	0x2	yes	no	no	no	 mbedtls_x509_crt_parse_der
string	16	.rodata	0x58a81b	0x58a81b	0x10	1	0x2	yes	no	no	no	peer certificate
string	16	.rodata	0x58a82c	0x58a82c	0xf	1	0x2	yes	no	no	no	got no CA chain
string	16	.rodata	0x58a83c	0x58a83c	0x10	1	0x2	yes	no	no	no	x509_verify_cert
string	16	.rodata	0x58a84d	0x58a84d	0x14	1	0x2	yes	no	no	no	<= parse certificate
string	16	.rodata	0x58a868	0x58a868	0x2c	1	0x2	yes	no	no	no	/home/richard/code/mbedtls/library/ssl_tls.c
string	16	.rodata	0x58a898	0x58a898	0x20	1	0x2	yes	no	no	no	mbedtls_md info for %d not found
string	16	.rodata	0x58a8c0	0x58a8c0	0x1e	1	0x2	yes	no	no	no	no premaster (session resumed)
string	16	.rodata	0x58a8e0	0x58a8e0	0x2d	1	0x2	yes	no	no	no	keylen: %d, minlen: %d, ivlen: %d, maclen: %d
string	16	.rodata	0x58a910	0x58a910	0x1f	1	0x2	yes	no	no	no	mbedtls_cipher_set_padding_mode
string	16	.rodata	0x58a930	0x58a930	0x3b	1	0x2	yes	no	no	no	Bad usage of mbedtls_ssl_set_bio() or mbedtls_ssl_set_bio()
string	16	.rodata	0x58a970	0x58a970	0x20	1	0x2	yes	no	no	no	message length: %d, out_left: %d
string	16	.rodata	0x58a998	0x58a998	0x23	1	0x2	yes	no	no	no	outgoing message counter would wrap
string	16	.rodata	0x58a9c0	0x58a9c0	0x24	1	0x2	yes	no	no	no	update timeout value to %d millisecs
string	16	.rodata	0x58a9e8	0x58a9e8	0x1f	1	0x2	yes	no	no	no	=> handshake wrapup: final free
string	16	.rodata	0x58aa08	0x58aa08	0x1f	1	0x2	yes	no	no	no	<= handshake wrapup: final free
string	16	.rodata	0x58aa28	0x58aa28	0x22	1	0x2	yes	no	no	no	alloc() of ssl sub-contexts failed
string	16	.rodata	0x58aa50	0x58aa50	0x24	1	0x2	yes	no	no	no	skip freeing handshake and transform
string	16	.rodata	0x58aa78	0x58aa78	0x200	1	0x2	yes	no	no	no	AC4032EF4F2D9AE39DF30B5C8FFDAC506CDEBE7B89998CAF74866A08CFE4FFE3A6824A4E10B9A6F0DD921F01A70C4AFAAB739D7700C29F52C57DB17C620A8652BE5E9001A8D66AD7C17669101999024AF4D027275AC1348BB8A762D0521BC98AE247150422EA1ED409939D54DA7460CDB5F6C6B250717CBEF180EB34118E98D119529A45D6F834566E3025E316A330EFBB77A86F0C1AB15B051AE3D428C8F8ACB70A8137150B8EEB10E183EDD19963DDD9E263E4770589EF6AA21E7F5F2FF381B539CCE3409D13CD566AFBB48D6C019181E1BCFE94B30269EDFE72FE9B6AA4BD7B5A0F1C71CFFF4C19C418E1F6EC017981BC087F2A7065B384B890D3191F2BFA
string	16	.rodata	0x58ac80	0x58ac80	0x200	1	0x2	yes	no	no	no	AD107E1E9123A9D0D660FAA79559C51FA20D64E5683B9FD1B54B1597B61D0A75E6FA141DF95A56DBAF9A3C407BA1DF15EB3D688A309C180E1DE6B85A1274A0A66D3F8152AD6AC2129037C9EDEFDA4DF8D91E8FEF55B7394B7AD5B7D0B6C12207C9F98D11ED34DBF6C6BA0B2C8BBC27BE6A00E0A0B9C49708B3BF8A317091883681286130BC8985DB1602E714415D9330278273C7DE31EFDC7310F7121FD5A07415987D9ADC0A486DCDF93ACC44328387315D75E198C641A480CD86A1B9E587E8BE60E69CC928B2B9C52172E413042E9B23F10B0E16E79763C9B53DCF4BA80A29E3FB73C16B8E75B97EF363E2FFA31F71CF9DE5384E71B81C0AC4DFFE0C10E64F
string	16	.rodata	0x58ae88	0x58ae88	0x1e	1	0x2	yes	no	no	no	before encrypt: output payload
string	16	.rodata	0x58aea8	0x58aea8	0x3a	1	0x2	yes	no	no	no	before encrypt: msglen = %d, including %d bytes of padding
string	16	.rodata	0x58aee8	0x58aee8	0x4d	1	0x2	yes	no	no	no	before encrypt: msglen = %d, including %d bytes of IV and %d bytes of padding
string	16	.rodata	0x58af38	0x58af38	0x3b	1	0x2	yes	no	no	no	output record: msgtype = %d, version = [%d:%d], msglen = %d
string	16	.rodata	0x58af78	0x58af78	0x46	1	0x2	yes	no	no	no	fragment larger than the (negotiated) maximum fragment length: %d > %d
string	16	.rodata	0x58afc0	0x58afc0	0x26	1	0x2	yes	no	no	no	no longer retransmitting hello request
string	16	.rodata	0x58afe8	0x58afe8	0x29	1	0x2	yes	no	no	no	record counter limit reached: renegotiate
string	16	.rodata	0x58b018	0x58b018	0x31	1	0x2	yes	no	no	no	switching to new transform spec for outbound data
string	16	.rodata	0x58b050	0x58b050	0x1e	1	0x2	yes	no	no	no	certificate too large, %d > %d
string	16	.rodata	0x58b070	0x58b070	0x1e	1	0x2	yes	no	no	no	mbedtls_ssl_send_alert_message
string	16	.rodata	0x58b090	0x58b090	0x1f	1	0x2	yes	no	no	no	resent handshake message header
string	16	.rodata	0x58b0b0	0x58b0b0	0x1f	1	0x2	yes	no	no	no	handshake message too short: %d
string	16	.rodata	0x58b0d0	0x58b0d0	0x35	1	0x2	yes	no	no	no	handshake message: msglen = %d, type = %d, hslen = %d
string	16	.rodata	0x58b108	0x58b108	0x49	1	0x2	yes	no	no	no	received message from last flight, message_seq = %d, start_of_flight = %d
string	16	.rodata	0x58b158	0x58b158	0x41	1	0x2	yes	no	no	no	dropping out-of-sequence message: message_seq = %d, expected = %d
string	16	.rodata	0x58b1a0	0x58b1a0	0x27	1	0x2	yes	no	no	no	found fragmented DTLS handshake message
string	16	.rodata	0x58b1c8	0x58b1c8	0x29	1	0x2	yes	no	no	no	not supported outside handshake (for now)
string	16	.rodata	0x58b1f8	0x58b1f8	0x28	1	0x2	yes	no	no	no	initialize reassembly, total length = %d
string	16	.rodata	0x58b228	0x58b228	0x29	1	0x2	yes	no	no	no	invalid fragment offset/len: %d + %d > %d
string	16	.rodata	0x58b258	0x58b258	0x25	1	0x2	yes	no	no	no	invalid fragment length: %d + 12 > %d
string	16	.rodata	0x58b280	0x58b280	0x29	1	0x2	yes	no	no	no	adding fragment, offset = %d, length = %d
string	16	.rodata	0x58b2b0	0x58b2b0	0x25	1	0x2	yes	no	no	no	last fragment not alone in its record
string	16	.rodata	0x58b2d8	0x58b2d8	0x28	1	0x2	yes	no	no	no	reassembled message too large for buffer
string	16	.rodata	0x58b308	0x58b308	0x29	1	0x2	yes	no	no	no	TLS handshake fragmentation not supported
string	16	.rodata	0x58b338	0x58b338	0x23	1	0x2	yes	no	no	no	got an alert message, type: [%d:%d]
string	16	.rodata	0x58b360	0x58b360	0x21	1	0x2	yes	no	no	no	is a fatal alert message (msg %d)
string	16	.rodata	0x58b388	0x58b388	0x1e	1	0x2	yes	no	no	no	requesting more data than fits
string	16	.rodata	0x58b3a8	0x58b3a8	0x30	1	0x2	yes	no	no	no	You must use mbedtls_ssl_set_timer_cb() for DTLS
string	16	.rodata	0x58b3e0	0x58b3e0	0x28	1	0x2	yes	no	no	no	next record in same datagram, offset: %d
string	16	.rodata	0x58b410	0x58b410	0x3a	1	0x2	yes	no	no	no	input record: msgtype = %d, version = [%d:%d], msglen = %d
string	16	.rodata	0x58b450	0x58b450	0x24	1	0x2	yes	no	no	no	dropping unexpected ChangeCipherSpec
string	16	.rodata	0x58b478	0x58b478	0x23	1	0x2	yes	no	no	no	dropping unexpected ApplicationData
string	16	.rodata	0x58b4a0	0x58b4a0	0x33	1	0x2	yes	no	no	no	record from another epoch: expected %d, received %d
string	16	.rodata	0x58b4d8	0x58b4d8	0x2c	1	0x2	yes	no	no	no	possible client reconnect from the same port
string	16	.rodata	0x58b508	0x58b508	0x25	1	0x2	yes	no	no	no	discarding unexpected record (header)
string	16	.rodata	0x58b530	0x58b530	0x22	1	0x2	yes	no	no	no	discarding invalid record (header)
string	16	.rodata	0x58b558	0x58b558	0x30	1	0x2	yes	no	no	no	msglen (%d) < explicit_iv_len (%d) + taglen (%d)
string	16	.rodata	0x58b590	0x58b590	0x3d	1	0x2	yes	no	no	no	msglen (%d) < max( ivlen(%d), maclen (%d) + 1 ) ( + expl IV )
string	16	.rodata	0x58b5d0	0x58b5d0	0x1e	1	0x2	yes	no	no	no	msglen (%d) %% ivlen (%d) != 0
string	16	.rodata	0x58b5f0	0x58b5f0	0x3d	1	0x2	yes	no	no	no	received four consecutive empty messages, possible DoS attack
string	16	.rodata	0x58b630	0x58b630	0x23	1	0x2	yes	no	no	no	incoming message counter would wrap
string	16	.rodata	0x58b658	0x58b658	0x1f	1	0x2	yes	no	no	no	discarding invalid record (mac)
string	16	.rodata	0x58b678	0x58b678	0x22	1	0x2	yes	no	no	no	received retransmit of last flight
string	16	.rodata	0x58b6a0	0x58b6a0	0x1f	1	0x2	yes	no	no	no	mbedtls_ssl_handle_message_type
string	16	.rodata	0x58b6c0	0x58b6c0	0x25	1	0x2	yes	no	no	no	handshake received (not HelloRequest)
string	16	.rodata	0x58b6e8	0x58b6e8	0x24	1	0x2	yes	no	no	no	handshake received (not ClientHello)
