section	item	value	note
artifact	unobserved_handlers_retdec_batch04_path	dumps/vmtail-wide-1m-w16/vm_unobserved_handlers_retdec_batch04.c	Generated reconstruction artifact.
artifact	unobserved_handlers_retdec_batch04_lines	1764	Current line count.
artifact	unobserved_handlers_retdec_batch04_bytes	77564	Current file size in bytes.
artifact	unobserved_handlers_retdec_batch05_path	dumps/vmtail-wide-1m-w16/vm_unobserved_handlers_retdec_batch05.c	Generated reconstruction artifact.
artifact	unobserved_handlers_retdec_batch05_lines	1684	Current line count.
artifact	unobserved_handlers_retdec_batch05_bytes	71130	Current file size in bytes.
artifact	unobserved_handlers_retdec_batch06_path	dumps/vmtail-wide-1m-w16/vm_unobserved_handlers_retdec_batch06.c	Generated reconstruction artifact.
artifact	unobserved_handlers_retdec_batch06_lines	1639	Current line count.
artifact	unobserved_handlers_retdec_batch06_bytes	60214	Current file size in bytes.
artifact	weak_handlers_retdec_path	dumps/vmtail-wide-1m-w16/vm_weak_handlers_retdec.c	Generated reconstruction artifact.
artifact	weak_handlers_retdec_lines	4905	Current line count.
artifact	weak_handlers_retdec_bytes	172903	Current file size in bytes.
artifact	validated_handlers_retdec_batch00_path	dumps/vmtail-wide-1m-w16/vm_validated_handlers_retdec_batch00.c	Generated reconstruction artifact.
artifact	validated_handlers_retdec_batch00_lines	616	Current line count.
artifact	validated_handlers_retdec_batch00_bytes	19960	Current file size in bytes.
artifact	validated_handlers_retdec_batch01_path	dumps/vmtail-wide-1m-w16/vm_validated_handlers_retdec_batch01.c	Generated reconstruction artifact.
artifact	validated_handlers_retdec_batch01_lines	1320	Current line count.
artifact	validated_handlers_retdec_batch01_bytes	56346	Current file size in bytes.
artifact	validated_handlers_retdec_batch02_path	dumps/vmtail-wide-1m-w16/vm_validated_handlers_retdec_batch02.c	Generated reconstruction artifact.
artifact	validated_handlers_retdec_batch02_lines	1706	Current line count.
artifact	validated_handlers_retdec_batch02_bytes	74239	Current file size in bytes.
artifact	validated_handlers_retdec_batch03_path	dumps/vmtail-wide-1m-w16/vm_validated_handlers_retdec_batch03.c	Generated reconstruction artifact.
artifact	validated_handlers_retdec_batch03_lines	1295	Current line count.
artifact	validated_handlers_retdec_batch03_bytes	48545	Current file size in bytes.
artifact	validated_handlers_retdec_batch04_path	dumps/vmtail-wide-1m-w16/vm_validated_handlers_retdec_batch04.c	Generated reconstruction artifact.
artifact	validated_handlers_retdec_batch04_lines	1156	Current line count.
artifact	validated_handlers_retdec_batch04_bytes	42240	Current file size in bytes.
artifact	validated_handlers_retdec_batch05_path	dumps/vmtail-wide-1m-w16/vm_validated_handlers_retdec_batch05.c	Generated reconstruction artifact.
artifact	validated_handlers_retdec_batch05_lines	1470	Current line count.
artifact	validated_handlers_retdec_batch05_bytes	50950	Current file size in bytes.
artifact	validated_handlers_retdec_batch06_path	dumps/vmtail-wide-1m-w16/vm_validated_handlers_retdec_batch06.c	Generated reconstruction artifact.
artifact	validated_handlers_retdec_batch06_lines	1873	Current line count.
artifact	validated_handlers_retdec_batch06_bytes	77987	Current file size in bytes.
artifact	handler_retdec_index_tsv_path	dumps/vmtail-wide-1m-w16/vm_handler_retdec_index.tsv	Generated reconstruction artifact.
artifact	handler_retdec_index_tsv_lines	361	Current line count.
artifact	handler_retdec_index_tsv_bytes	53205	Current file size in bytes.
artifact	handler_retdec_index_md_path	dumps/vmtail-wide-1m-w16/vm_handler_retdec_index.md	Generated reconstruction artifact.
artifact	handler_retdec_index_md_lines	366	Current line count.
artifact	handler_retdec_index_md_bytes	47640	Current file size in bytes.
artifact	unresolved_family_chains_c_path	dumps/vmtail-wide-1m-w16/vm_unresolved_family_chains.c	Generated reconstruction artifact.
artifact	unresolved_family_chains_c_lines	390	Current line count.
artifact	unresolved_family_chains_c_bytes	35338	Current file size in bytes.
artifact	synthetic_gap_live_snapshot_transfer_probe_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_live_snapshot_transfer_probe.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_live_snapshot_transfer_probe_tsv_lines	32	Current line count.
artifact	synthetic_gap_live_snapshot_transfer_probe_tsv_bytes	38379	Current file size in bytes.
artifact	synthetic_gap_live_snapshot_transfer_probe_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_live_snapshot_transfer_probe.md	Generated reconstruction artifact.
artifact	synthetic_gap_live_snapshot_transfer_probe_md_lines	106	Current line count.
artifact	synthetic_gap_live_snapshot_transfer_probe_md_bytes	9191	Current file size in bytes.
artifact	synthetic_gap_live_table_evidence_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_live_table_evidence.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_live_table_evidence_tsv_lines	32	Current line count.
artifact	synthetic_gap_live_table_evidence_tsv_bytes	19983	Current file size in bytes.
artifact	synthetic_gap_live_table_evidence_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_live_table_evidence.md	Generated reconstruction artifact.
artifact	synthetic_gap_live_table_evidence_md_lines	89	Current line count.
artifact	synthetic_gap_live_table_evidence_md_bytes	7812	Current file size in bytes.
artifact	synthetic_gap_symbolic_successors_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_symbolic_successors.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_symbolic_successors_tsv_lines	2	Current line count.
artifact	synthetic_gap_symbolic_successors_tsv_bytes	519	Current file size in bytes.
artifact	synthetic_gap_symbolic_successors_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_symbolic_successors.md	Generated reconstruction artifact.
artifact	synthetic_gap_symbolic_successors_md_lines	11	Current line count.
artifact	synthetic_gap_symbolic_successors_md_bytes	548	Current file size in bytes.
artifact	synthetic_gap_live_in_roles_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_live_in_roles.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_live_in_roles_tsv_lines	1	Current line count.
artifact	synthetic_gap_live_in_roles_tsv_bytes	340	Current file size in bytes.
artifact	synthetic_gap_live_in_roles_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_live_in_roles.md	Generated reconstruction artifact.
artifact	synthetic_gap_live_in_roles_md_lines	12	Current line count.
artifact	synthetic_gap_live_in_roles_md_bytes	518	Current file size in bytes.
artifact	live_in_final_tail_site_probe_tsv_path	dumps/vmtail-wide-1m-w16/vm_live_in_final_tail_site_probe.tsv	Generated reconstruction artifact.
artifact	live_in_final_tail_site_probe_tsv_lines	1	Current line count.
artifact	live_in_final_tail_site_probe_tsv_bytes	206	Current file size in bytes.
artifact	live_in_final_tail_site_probe_md_path	dumps/vmtail-wide-1m-w16/vm_live_in_final_tail_site_probe.md	Generated reconstruction artifact.
artifact	live_in_final_tail_site_probe_md_lines	8	Current line count.
artifact	live_in_final_tail_site_probe_md_bytes	393	Current file size in bytes.
artifact	synthetic_gap_live_in_reentry_probe_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_live_in_reentry_probe.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_live_in_reentry_probe_tsv_lines	1	Current line count.
artifact	synthetic_gap_live_in_reentry_probe_tsv_bytes	655	Current file size in bytes.
artifact	synthetic_gap_live_in_reentry_probe_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_live_in_reentry_probe.md	Generated reconstruction artifact.
artifact	synthetic_gap_live_in_reentry_probe_md_lines	10	Current line count.
artifact	synthetic_gap_live_in_reentry_probe_md_bytes	403	Current file size in bytes.
artifact	synthetic_gap_allstatic_reentry_probe_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_allstatic_reentry_probe.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_allstatic_reentry_probe_tsv_lines	1	Current line count.
artifact	synthetic_gap_allstatic_reentry_probe_tsv_bytes	609	Current file size in bytes.
artifact	synthetic_gap_allstatic_reentry_probe_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_allstatic_reentry_probe.md	Generated reconstruction artifact.
artifact	synthetic_gap_allstatic_reentry_probe_md_lines	10	Current line count.
artifact	synthetic_gap_allstatic_reentry_probe_md_bytes	584	Current file size in bytes.
artifact	trace_coverage_matrix_tsv_path	dumps/vmtail-wide-1m-w16/vm_trace_coverage_matrix.tsv	Generated reconstruction artifact.
artifact	trace_coverage_matrix_tsv_lines	37	Current line count.
artifact	trace_coverage_matrix_tsv_bytes	27119	Current file size in bytes.
artifact	trace_coverage_matrix_md_path	dumps/vmtail-wide-1m-w16/vm_trace_coverage_matrix.md	Generated reconstruction artifact.
artifact	trace_coverage_matrix_md_lines	46	Current line count.
artifact	trace_coverage_matrix_md_bytes	6618	Current file size in bytes.
artifact	static_coverage_audit_tsv_path	dumps/vmtail-wide-1m-w16/vm_static_coverage_audit.tsv	Generated reconstruction artifact.
artifact	static_coverage_audit_tsv_lines	53	Current line count.
artifact	static_coverage_audit_tsv_bytes	7746	Current file size in bytes.
artifact	static_coverage_audit_md_path	dumps/vmtail-wide-1m-w16/vm_static_coverage_audit.md	Generated reconstruction artifact.
artifact	static_coverage_audit_md_lines	60	Current line count.
artifact	static_coverage_audit_md_bytes	8945	Current file size in bytes.
artifact	residual_state_target_run_stderr_path	dumps/vmtail-state-residual-targets/run.stderr	Generated reconstruction artifact.
artifact	residual_state_target_run_stderr_lines	4067	Current line count.
artifact	residual_state_target_run_stderr_bytes	1753693	Current file size in bytes.
artifact	residual_state_target_trace_tsv_path	dumps/vmtail-state-residual-targets/vm_instruction_trace.tsv	Generated reconstruction artifact.
artifact	residual_state_target_trace_tsv_lines	3394	Current line count.
artifact	residual_state_target_trace_tsv_bytes	912306	Current file size in bytes.
artifact	live_residual_target_run_stderr_path	dumps/vmtail-live-residual-targets/run.stderr	Generated reconstruction artifact.
artifact	live_residual_target_run_stderr_lines	4089	Current line count.
artifact	live_residual_target_run_stderr_bytes	1780344	Current file size in bytes.
artifact	live_residual_target_trace_tsv_path	dumps/vmtail-live-residual-targets/vm_instruction_trace.tsv	Generated reconstruction artifact.
artifact	live_residual_target_trace_tsv_lines	3405	Current line count.
artifact	live_residual_target_trace_tsv_bytes	914456	Current file size in bytes.
c_shape	handler_functions	360	All-entry handler/operator C functions.
c_shape	handler_next_entry_table_offset_normalizations	139	Handler fall-through slots normalized as dispatch-table byte offsets.
c_shape	handler_next_entry_slot_index_normalizations	10	Handler fall-through slots normalized as direct slot indices.
c_shape	handler_sampled_ret_patch_functions	4	Handler/operator functions rendered as native return-patch thunks instead of normal dispatch-table handlers.
c_shape	handler_sampled_ret_patch_evidence_comments	4	Handler-layer sampled ret-patch evidence summaries.
c_shape	handler_tier0_static_model_comments	11	Handler-layer tier0 static-only RetDec model annotations.
c_shape	handler_tier0_static_slot_recoveries	10	Handler-layer static-only tier0 entries with executable slot recovery in VMState form.
c_shape	handler_tier0_static_slot_comment_only	1	Handler-layer tier0 static-only rows kept comment-only because the slot expression needs frame state outside VMState.
c_shape	handler_tier1_static_model_comments	43	Handler-layer tier1 static-only RetDec model annotations.
c_shape	handler_tier1_static_slot_recoveries	3	Handler-layer static-only tier1 entries with executable dispatch-table slot recovery in VMState form.
c_shape	handler_tier1_static_slot_comment_only	6	Handler-layer tier1 static-only rows with candidate/masked slots kept comment-only.
c_shape	handler_tier2_split_model_comments	15	Handler-layer tier2 static-only RetDec split/model annotations.
c_shape	handler_tier2_static_slot_recoveries	5	Handler-layer static-only tier2 entries with executable dispatch-table slot recovery in VMState form.
c_shape	handler_tier2_static_slot_comment_only	0	Handler-layer tier2 static-only rows with candidate slots kept comment-only.
c_shape	handler_tier3_shared_model_comments	40	Handler-layer tier3 static-only shared-range RetDec model annotations.
c_shape	handler_tier3_static_slot_recoveries	2	Handler-layer static-only tier3 entries with executable dispatch-table slot recovery in VMState form.
c_shape	handler_tier3_static_slot_comment_only	3	Handler-layer tier3 static-only rows with candidate slots kept comment-only.
c_shape	handler_tier4_callret_model_comments	37	Handler-layer tier4 static-only call/ret side-effect RetDec model annotations.
c_shape	handler_tier4_static_slot_recoveries	0	Handler-layer static-only tier4 entries with executable dispatch-table slot recovery in VMState form.
c_shape	handler_tier4_static_slot_comment_only	3	Handler-layer tier4 static-only rows with candidate slots kept comment-only.
c_shape	handler_tier5_large_model_comments	9	Handler-layer tier5 large static-only RetDec model annotations.
c_shape	handler_tier5_static_slot_recoveries	0	Handler-layer static-only tier5 entries with executable dispatch-table slot recovery in VMState form.
c_shape	handler_tier5_static_slot_comment_only	0	Handler-layer tier5 static-only rows with candidate slots kept comment-only.
c_shape	native_ret_patch_target_functions	16	C-shaped native .text target helper functions emitted from sampled return-patch evidence.
c_shape	native_ret_patch_target_dispatch_cases	16	Native return-patch target offsets handled by the generated dispatcher.
c_shape	native_ret_patch_target_bounded_epilogue_models	13	Native return-patch target helpers classified as bounded native epilogues reaching ret.
c_shape	native_ret_patch_target_tail_dispatchers	1	Syntax-checkable vm_native_ret_patch_tail implementation for the native target helper artifact.
c_shape	native_ret_patch_epilogues_retdec_functions	14	Targeted RetDec C functions for single-stack native return-patch epilogue targets.
c_shape	native_ret_patch_epilogues_retdec_ranges	14	Tight single-stack native return-patch epilogue ranges selected for RetDec.
c_shape	native_ret_patch_epilogues_retdec_stack_chk_guards	12	Stack-check failure paths preserved in the targeted native epilogue RetDec artifact.
c_shape	native_ret_patch_source278_retdec_functions	5	Targeted RetDec C functions for source278's double native return-patch trampoline chain.
c_shape	native_ret_patch_source278_retdec_ranges	5	Native .text ranges selected for the source278 targeted RetDec artifact.
c_shape	native_ret_patch_source278_retdec_tail_calls	3	Recovered C-shaped tail calls inside the source278 native trampoline chain.
c_shape	native_ret_patch_followup_index_rows	39	Unique direct call/jump targets reached from native return-patch target windows.
c_shape	native_ret_patch_followup_c_functions	39	Syntax-checkable C helper functions classifying native return-patch follow-up targets.
c_shape	native_ret_patch_followup_dispatch_cases	39	Dispatcher cases in the native return-patch follow-up C artifact.
c_shape	native_ret_patch_followup_class_mix	local_retpatch_window_branch:16,obfuscated_native_island:7,post_window_adjacent_branch:6,allocator_free_wrapper:2,plt_stack_chk_fail:1,internal_realloc_copy_helper:1,internal_obfuscated_helper_to_e0017:1,internal_container_wrapper:1,internal_helper_chain:1,pthread_mutex_lock_store_helper:1,source278_downstream_retdec_covered:1,internal_large_string_state_helper:1	Static classification mix for return-patch follow-up targets.
c_shape	native_ret_patch_followup_priority_mix	covered_by_source_window:22,obfuscation_island_candidate:7,native_semantics_recovered:3,targeted_retdec_candidate:2,bounded_targeted_retdec_candidate:2,external_runtime:1,targeted_obfuscation_candidate:1,covered_by_source278_retdec:1	Next-action priority mix for return-patch follow-up targets.
c_shape	native_ret_patch_followup_obfuscated_islands	7	Follow-up targets classified as native obfuscation islands rather than VM CFG successors.
c_shape	native_ret_patch_followup_targeted_retdec_candidates	5	Follow-up targets that should get narrow targeted RetDec/static reconstruction before any broader sweep.
c_shape	native_ret_patch_followup_retdec_functions	6	Targeted RetDec C functions emitted for high-value native return-patch follow-up helpers.
c_shape	native_ret_patch_followup_retdec_ranges	6	Narrow native helper ranges selected for return-patch follow-up RetDec.
c_shape	native_ret_patch_followup_retdec_tail_calls	3	Recovered C-shaped tail calls/chains in the native return-patch follow-up helper artifact.
c_shape	native_obfuscated_island_rows	8	First-stage native obfuscated helper/island rows reached from return-patch follow-up control.
c_shape	native_obfuscated_island_c_functions	8	Syntax-checkable C helper functions for native obfuscated island collapse evidence.
c_shape	native_obfuscated_island_dispatch_cases	8	Dispatcher cases in the native obfuscated island C artifact.
c_shape	native_obfuscated_island_downstream_status_mix	second_stage_obfuscated_thunk:5,source278_retdec_covered:2,first_stage_obfuscated_island:1	Status mix for collapsed downstream targets from native obfuscated islands.
c_shape	native_obfuscated_island_next_action_mix	decode_downstream_stack_thunk:5,join_existing_source278_retdec:2,follow_downstream_island:1	Next-action mix for native obfuscated island downstreams.
c_shape	native_obfuscated_island_source278_covered_downstreams	2	Collapsed downstream targets already represented by the source278 targeted RetDec sidecar.
c_shape	native_obfuscated_island_second_stage_targets	5	Collapsed downstream targets that remain second-stage stack/call obfuscation thunks.
c_shape	native_obfuscated_island_entry_helpers	1	Normal-prologue helper rows that enter the first native obfuscation island.
c_shape	native_obfuscated_second_stage_rows	5	Second-stage native obfuscated downstream thunks reached after first-stage island collapse.
c_shape	native_obfuscated_second_stage_c_functions	5	Syntax-checkable C helper functions for second-stage computed-thunk evidence.
c_shape	native_obfuscated_second_stage_dispatch_cases	5	Dispatcher cases in the native obfuscated second-stage C artifact.
c_shape	native_obfuscated_second_stage_computed_jumps	5	Second-stage thunks with an exact computed jmp [rax] native site.
c_shape	native_obfuscated_second_stage_internal_loop_edges	10	Internal loop edges recorded across second-stage computed thunks.
c_shape	native_obfuscated_second_stage_status_mix	computed_indirect_target_unresolved:5	Status mix for second-stage native computed thunks.
c_shape	native_obfuscated_second_stage_next_action_mix	instrument_or_symbolically_collapse_jmp_rax_memory_target:5	Next-action mix for second-stage native computed thunks.
c_shape	native_obfuscated_second_stage_dynamic_rows	5	Dynamic dispatch evidence rows for second-stage computed jmp [rax] sites.
c_shape	native_obfuscated_second_stage_dynamic_c_functions	5	Syntax-checkable C helper functions for observed second-stage computed dispatch targets.
c_shape	native_obfuscated_second_stage_dynamic_dispatch_cases	5	Dispatcher cases in the dynamic second-stage computed-dispatch C artifact.
c_shape	native_obfuscated_second_stage_dynamic_observed_sites	5	Second-stage computed dispatch sites with bounded dynamic target evidence.
c_shape	native_obfuscated_second_stage_dynamic_total_hits	28	Total focused dispatch hits recorded for the second-stage computed dispatch sites.
c_shape	native_obfuscated_second_stage_dynamic_unique_targets	4	Unique native handler target offsets observed from the second-stage computed dispatch sites.
c_shape	native_obfuscated_second_stage_dynamic_status_mix	dynamic_computed_targets_observed:5	Status mix for bounded dynamic second-stage dispatch target evidence.
c_shape	native_obfuscated_second_stage_dynamic_slot_target_check_mix	slot_index_matches_handler_target:28	Whether observed dispatch-table slot indices match the handler targets read by computed jmp [rax].
c_shape	native_obfuscated_second_stage_dynamic_slot_base_check_mix	slot_minus_idx_matches_dispatch_table:28	Whether observed slot offsets minus slot indices equal the dispatch-table base.
c_shape	native_obfuscated_second_stage_slot_proof_rows	5	Static slot-formula proof rows for second-stage computed jmp [rax] sites.
c_shape	native_obfuscated_second_stage_slot_proof_c_functions	5	Syntax-checkable C helper functions for static second-stage slot formula proof.
c_shape	native_obfuscated_second_stage_slot_proof_dispatch_cases	5	Dispatcher cases in the second-stage slot proof C artifact.
c_shape	native_obfuscated_second_stage_slot_proof_net_zero_rows	5	Second-stage computed-jump static windows whose immediate add/sub ladder has net zero effect on rax.
c_shape	native_obfuscated_second_stage_slot_proof_dynamic_hits	28	Focused dynamic hits covered by the static slot-formula proof artifact.
c_shape	native_obfuscated_second_stage_slot_proof_static_status_mix	static_slot_formula_net_zero:5	Static status mix for second-stage slot formula proof rows.
c_shape	native_obfuscated_second_stage_slot_proof_status_mix	static_dynamic_slot_formula_proven_for_observed_hits:5	Proof status mix after joining static slot formula proof with dynamic slot/base checks.
c_shape	native_obfuscated_second_stage_stack_source_rows	5	Static stack-source proof rows for second-stage handler-entry loads.
c_shape	native_obfuscated_second_stage_stack_source_c_functions	5	Syntax-checkable C helper functions for second-stage stack-source evidence.
c_shape	native_obfuscated_second_stage_stack_source_dispatch_cases	5	Dispatcher cases in the second-stage stack-source C artifact.
c_shape	native_obfuscated_second_stage_stack_source_proven_rows	5	Rows where Capstone proves qword [rsp+0x88] reaches rbx before the shift.
c_shape	native_obfuscated_second_stage_stack_source_status_mix	static_stack_source_to_rbx_shift_proven:5	Status mix for static stack-source proof rows.
c_shape	native_obfuscated_second_stage_rbx_provenance_rows	5	RBX handler-entry provenance rows for second-stage computed dispatch sites.
c_shape	native_obfuscated_second_stage_rbx_provenance_c_functions	5	Syntax-checkable C helper functions for second-stage RBX provenance evidence.
c_shape	native_obfuscated_second_stage_rbx_provenance_dispatch_cases	5	Dispatcher cases in the second-stage RBX provenance C artifact.
c_shape	native_obfuscated_second_stage_rbx_provenance_observed_rows	10	Single-step probe observation rows tied to second-stage RBX provenance.
c_shape	native_obfuscated_second_stage_rbx_provenance_shift_matches	10	Observed rows where rbx before shl maps to dispatch idx by rbx << 3.
c_shape	native_obfuscated_second_stage_rbx_provenance_status_mix	rbx_stack_entry_to_dispatch_index_proven_for_observed_hits:5	Status mix for second-stage RBX stack-entry provenance.
c_shape	native_obfuscated_second_stage_model_rows	5	Combined C model rows for second-stage computed dispatch thunks.
c_shape	native_obfuscated_second_stage_model_c_functions	5	Syntax-checkable C helper functions for the combined second-stage stack/dispatch model.
c_shape	native_obfuscated_second_stage_model_dispatch_cases	5	Dispatcher cases in the combined second-stage model artifact.
c_shape	native_obfuscated_second_stage_model_dynamic_hits	28	Focused dynamic hits joined into the combined second-stage model artifact.
c_shape	native_obfuscated_second_stage_model_rbx_observed_rows	10	Single-step RBX provenance rows joined into the combined second-stage model artifact.
c_shape	native_obfuscated_second_stage_model_status_mix	static_stack_handler_entry_dispatch_model_for_observed_hits:5	Status mix for the combined second-stage C model.
c_shape	native_obfuscated_control_model_rows	8	Joined native obfuscated hidden-control rows from ret-patch followups through islands and second-stage models.
c_shape	native_obfuscated_control_model_c_functions	8	Syntax-checkable C helper functions for joined native obfuscated hidden-control edges.
c_shape	native_obfuscated_control_model_dispatch_cases	8	Dispatcher cases in the joined native obfuscated hidden-control model.
c_shape	native_obfuscated_control_model_second_stage_rows	5	Hidden-control rows joined to the static second-stage dispatch-table model.
c_shape	native_obfuscated_control_model_source278_rows	3	Hidden-control rows joined to source278 RetDec-covered native targets.
c_shape	native_obfuscated_control_model_dynamic_hits	28	Focused dynamic hits carried through the joined hidden-control model.
c_shape	native_obfuscated_control_model_status_mix	end_to_end_second_stage_dispatch_model_joined:5,source278_retdec_target_joined:2,entry_helper_to_source278_retdec_target_joined:1	Status mix for joined native obfuscated hidden-control rows.
c_shape	native_ret_patch_hidden_bridge_rows	8	Ret-patch native target windows joined back to the hidden obfuscated-control C model.
c_shape	native_ret_patch_hidden_bridge_c_functions	8	Syntax-checkable bridge helper functions mapping ret-patch exits to hidden-control entries.
c_shape	native_ret_patch_hidden_bridge_dispatch_cases	7	Dispatcher cases in the ret-patch hidden-control bridge artifact.
c_shape	native_ret_patch_hidden_bridge_second_stage_rows	5	Ret-patch bridge rows that flow into the static second-stage dispatch-table model.
c_shape	native_ret_patch_hidden_bridge_source278_rows	3	Ret-patch bridge rows that flow into source278 RetDec-covered native targets.
c_shape	native_ret_patch_hidden_bridge_dynamic_hits	28	Focused second-stage dynamic hits reachable through the ret-patch hidden bridge.
c_shape	native_ret_patch_hidden_bridge_edge_kind_mix	jump:7,call:1	Call/jump edge mix for ret-patch follow-up targets that enter hidden control.
c_shape	native_ret_patch_hidden_bridge_status_mix	end_to_end_second_stage_dispatch_model_joined:5,source278_retdec_target_joined:2,entry_helper_to_source278_retdec_target_joined:1	Status mix for ret-patch exits joined to hidden-control rows.
coverage	native_handler_environment_coverage_rows	360	Handler-level environment provenance rows generated from the cross-run trace matrix.
c_shape	native_handler_environment_coverage_c_entries	360	Syntax-checkable C entries in the handler-level environment coverage map.
coverage	native_handler_environment_coverage_concrete_source_rows	202	Dispatch entries observed as a source in at least one concrete instruction trace.
coverage	native_handler_environment_coverage_concrete_target_rows	205	Dispatch entries observed as a target in at least one concrete instruction trace.
coverage	native_handler_environment_coverage_blocked_source_rows	205	Dispatch entries observed as a source under blocked-network runs.
coverage	native_handler_environment_coverage_blocked_target_rows	205	Dispatch entries observed as a target under blocked-network runs.
coverage	native_handler_environment_coverage_fake_source_rows	191	Dispatch entries observed as a source under fake-network runs.
coverage	native_handler_environment_coverage_fake_target_rows	195	Dispatch entries observed as a target under fake-network runs.
coverage	native_handler_environment_coverage_synthetic_source_rows	205	Dispatch entries seen as a source only through synthetic fill sidecars or mixed synthetic evidence.
coverage	native_handler_environment_coverage_synthetic_target_rows	205	Dispatch entries seen as a target only through synthetic fill sidecars or mixed synthetic evidence.
coverage	native_handler_environment_coverage_static_only_rows	155	Dispatch entries present in the static handler table but not observed in the trace matrix.
coverage	native_handler_environment_coverage_status_mix	concrete_source_and_target_seen:202,static_only_unobserved_in_trace_matrix:155,concrete_target_only:3	Status mix for handler-level environment coverage.
coverage_frontier	config_coverage_metric_rows	71	C-carried coverage/config audit metric rows generated from trace/static coverage inputs.
coverage_frontier	config_coverage_frontier_rows	173	C-carried frontier rows for scenario/config-limited coverage gaps.
coverage_frontier	config_coverage_static_only_handler_rows	155	Static-only handler frontier rows retained for targeted lifting or forced tracing.
coverage_frontier	config_coverage_target_only_handler_rows	3	Concrete target-only handler frontier rows lacking concrete source execution.
coverage_frontier	config_coverage_path_unknown_target_rows	10	Path-specialized microcode rows whose target/IP validation remains incomplete.
coverage_frontier	config_coverage_no_real_network_rows	1	Frontier rows documenting that no concrete real-network-allowed instruction trace exists.
coverage_frontier	config_coverage_synthetic_fill_only_rows	4	Derived synthetic-fill coverage rows that still need concrete trace or static proof.
c_shape	config_coverage_metric_c_rows	71	Syntax-checkable C metric rows in the config coverage frontier artifact.
c_shape	config_coverage_frontier_c_rows	173	Syntax-checkable C frontier rows in the config coverage frontier artifact.
coverage_frontier	native_executable_coverage_section_rows	5	Executable ELF section rows audited against recovered native C sidecar ranges.
coverage_frontier	native_executable_coverage_range_rows	3899	Recovered native executable range rows included in the executable coverage audit.
coverage_frontier	native_executable_coverage_gap_rows	808	Uncovered executable gap rows retained as explicit native reconstruction frontier evidence.
coverage_frontier	native_executable_coverage_total_bytes	5651040	Total executable ELF bytes in allocatable executable sections.
coverage_frontier	native_executable_coverage_recovered_bytes	555560	Executable ELF bytes intersecting recovered native C sidecar ranges.
coverage_frontier	native_executable_coverage_uncovered_bytes	5095480	Executable ELF bytes not yet represented by recovered native C sidecar ranges.
coverage_frontier	native_executable_coverage_percent_x100	983	Recovered executable-byte percentage scaled by 100.
coverage_frontier	native_executable_text_coverage_x100	983	Recovered .text executable-byte percentage scaled by 100.
c_shape	native_executable_coverage_c_section_rows	5	Executable section coverage rows retained in C form.
c_shape	native_executable_coverage_c_range_rows	3899	Recovered native executable range rows retained in C form.
c_shape	native_executable_coverage_c_gap_rows	808	Uncovered native executable gap rows retained in C form.
coverage_frontier	native_function_inventory_rows	3309	Radare2 native function-boundary rows rendered as weak C skeleton metadata.
coverage_frontier	native_function_inventory_text_rows	3063	Radare2 function-boundary rows inside the ELF .text section.
coverage_frontier	native_function_inventory_kind_mix	entrypoint:1,import_plt:244,native_discovered:591,r2_discovered:2412,symbol_named:61	Kind mix for radare2 native function-boundary inventory rows.
coverage_frontier	native_function_inventory_text_merged_bytes	806070	Merged .text bytes covered by radare2 native function-boundary inventory rows.
c_shape	native_function_inventory_c_stub_functions	3309	Weak native function skeleton stubs retained in C form.
c_shape	native_function_inventory_c_metadata_rows	3309	Weak native function inventory metadata rows retained in C form.
coverage_frontier	native_retdec_gap_queue_rows	2208	Native function-boundary rows whose bytes are not yet covered by semantic RetDec/native C sidecars.
coverage_frontier	native_retdec_gap_queue_tier0_rows	1880	Small uncovered native functions queued for targeted single-function RetDec.
coverage_frontier	native_retdec_gap_queue_tier1_rows	247	Medium uncovered native functions queued for targeted single-function RetDec.
coverage_frontier	native_retdec_gap_queue_tier2_rows	77	Large uncovered native functions queued for timed RetDec or manual split.
coverage_frontier	native_retdec_gap_queue_tier3_rows	4	Huge or noisy uncovered native functions that need splitting/modeling before broad RetDec.
coverage_frontier	native_retdec_gap_queue_total_uncovered_bytes	625292	Function-boundary uncovered .text bytes represented by the native RetDec gap queue.
